report_version,1.0
repo_relative_path,entity_type,original_value,masked_value,start_offset,end_offset
ICICI-BANK-LOAN-PLATFORM/logs/application.log,EMAIL,customer020@icici.com,SCRAMBLE_EMAIL_000038,2572,2593
ICICI-BANK-LOAN-PLATFORM/logs/application.log,PHONE,91-9876500019,SCRAMBLE_PHONE_000035,2601,2614
ICICI-BANK-LOAN-PLATFORM/logs/application.log,IFSC,ICIC0100005,SCRAMBLE_IFSC_000024,2635,2646
ICICI-BANK-LOAN-PLATFORM/logs/application.log,EMAIL,customer021@icicibank.com,SCRAMBLE_EMAIL_000039,2701,2726
ICICI-BANK-LOAN-PLATFORM/logs/application.log,PHONE,91-9876500020,SCRAMBLE_PHONE_000036,2734,2747
ICICI-BANK-LOAN-PLATFORM/logs/application.log,IFSC,HDFC0100006,SCRAMBLE_IFSC_000025,2768,2779
ICICI-BANK-LOAN-PLATFORM/logs/application.log,EMAIL,customer022@customer.in,SCRAMBLE_EMAIL_000040,2834,2857
ICICI-BANK-LOAN-PLATFORM/logs/application.log,PHONE,91-9876500021,SCRAMBLE_PHONE_000037,2865,2878
ICICI-BANK-LOAN-PLATFORM/logs/application.log,IFSC,SBIN0100007,SCRAMBLE_IFSC_000026,2899,2910
ICICI-BANK-LOAN-PLATFORM/logs/application.log,EMAIL,customer023@loans.icici.internal,SCRAMBLE_EMAIL_000041,2965,2997
ICICI-BANK-LOAN-PLATFORM/logs/application.log,PHONE,91-9876500022,SCRAMBLE_PHONE_000038,3005,3018
ICICI-BANK-LOAN-PLATFORM/logs/application.log,PAN,CDEFG1002H,SCRAMBLE_PAN_000010,3023,3033
ICICI-BANK-LOAN-PLATFORM/logs/application.log,IFSC,AXIS0100008,SCRAMBLE_IFSC_000027,3039,3050
ICICI-BANK-LOAN-PLATFORM/logs/application.log,EMAIL,customer024@gmail.com,SCRAMBLE_EMAIL_000042,3105,3126
ICICI-BANK-LOAN-PLATFORM/logs/application.log,PHONE,91-9876500023,SCRAMBLE_PHONE_000039,3134,3147
ICICI-BANK-LOAN-PLATFORM/logs/application.log,PAN,DEFGH1003I,SCRAMBLE_PAN_000011,3152,3162
ICICI-BANK-LOAN-PLATFORM/logs/application.log,IFSC,KKBK0100009,SCRAMBLE_IFSC_000028,3168,3179
ICICI-BANK-LOAN-PLATFORM/logs/application.log,EMAIL,customer025@icici.com,SCRAMBLE_EMAIL_000043,3234,3255
ICICI-BANK-LOAN-PLATFORM/logs/application.log,PHONE,91-9876500024,SCRAMBLE_PHONE_000040,3263,3276
ICICI-BANK-LOAN-PLATFORM/logs/application.log,PAN,EFGHI1004J,SCRAMBLE_PAN_000012,3281,3291
ICICI-BANK-LOAN-PLATFORM/logs/application.log,IFSC,ICIC0100010,SCRAMBLE_IFSC_000029,3297,3308
ICICI-BANK-LOAN-PLATFORM/logs/application.log,EMAIL,customer026@icicibank.com,SCRAMBLE_EMAIL_000044,3363,3388
ICICI-BANK-LOAN-PLATFORM/logs/application.log,PHONE,91-9876500025,SCRAMBLE_PHONE_000041,3396,3409
ICICI-BANK-LOAN-PLATFORM/logs/application.log,IFSC,HDFC0100011,SCRAMBLE_IFSC_000030,3430,3441
ICICI-BANK-LOAN-PLATFORM/logs/application.log,EMAIL,customer027@customer.in,SCRAMBLE_EMAIL_000045,3496,3519
ICICI-BANK-LOAN-PLATFORM/logs/application.log,PHONE,91-9876500026,SCRAMBLE_PHONE_000042,3527,3540
ICICI-BANK-LOAN-PLATFORM/logs/application.log,PAN,GHIJK1006L,SCRAMBLE_PAN_000013,3545,3555
ICICI-BANK-LOAN-PLATFORM/logs/application.log,IFSC,SBIN0100012,SCRAMBLE_IFSC_000031,3561,3572
ICICI-BANK-LOAN-PLATFORM/logs/application.log,EMAIL,customer028@loans.icici.internal,SCRAMBLE_EMAIL_000046,3627,3659
ICICI-BANK-LOAN-PLATFORM/logs/application.log,PHONE,91-9876500027,SCRAMBLE_PHONE_000043,3667,3680
ICICI-BANK-LOAN-PLATFORM/logs/application.log,IFSC,AXIS0100013,SCRAMBLE_IFSC_000032,3701,3712
ICICI-BANK-LOAN-PLATFORM/logs/application.log,EMAIL,customer029@gmail.com,SCRAMBLE_EMAIL_000047,3767,3788
ICICI-BANK-LOAN-PLATFORM/logs/application.log,PHONE,91-9876500028,SCRAMBLE_PHONE_000044,3796,3809
ICICI-BANK-LOAN-PLATFORM/logs/application.log,PAN,IJKLM1008N,SCRAMBLE_PAN_000014,3814,3824
ICICI-BANK-LOAN-PLATFORM/logs/application.log,IFSC,KKBK0100014,SCRAMBLE_IFSC_000033,3830,3841
ICICI-BANK-LOAN-PLATFORM/logs/application.log,EMAIL,customer030@icici.com,SCRAMBLE_EMAIL_000048,3896,3917
ICICI-BANK-LOAN-PLATFORM/logs/application.log,PHONE,91-9876500029,SCRAMBLE_PHONE_000045,3925,3938
ICICI-BANK-LOAN-PLATFORM/logs/application.log,IFSC,ICIC0100015,SCRAMBLE_IFSC_000034,3959,3970
ICICI-BANK-LOAN-PLATFORM/logs/application.log,JWT,eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJ1c2VyIjoiaWNpY2k9Iiwicm9sZSI6ImFkbWluIn0.SIGNATURE9TOKEN1234567890ABCDEF,SCRAMBLE_JWT_000005,4032,4144
ICICI-BANK-LOAN-PLATFORM/logs/application.log,URL,https://internal.icici.com/loan-api/v1,SCRAMBLE_URL_000011,4284,4322
ICICI-BANK-LOAN-PLATFORM/logs/application.log,COMPANY_BRAND,ICICI,SCRAMBLE_COMPANY_BRAND_000028,4357,4362
ICICI-BANK-LOAN-PLATFORM/logs/application.log,COMPANY_BRAND,ICICIBANK,SCRAMBLE_COMPANY_BRAND_000029,4363,4372
ICICI-BANK-LOAN-PLATFORM/logs/application.log,COMPANY_BRAND,ICICILABS,SCRAMBLE_COMPANY_BRAND_000030,4373,4382
ICICI-BANK-LOAN-PLATFORM/logs/application.log,COMPANY_BRAND,FXTP,SCRAMBLE_COMPANY_BRAND_000031,4383,4387
ICICI-BANK-LOAN-PLATFORM/logs/application.log,COMPANY_BRAND,WECARE,SCRAMBLE_COMPANY_BRAND_000032,4388,4394
ICICI-BANK-LOAN-PLATFORM/logs/application.log,COMPANY_BRAND,SCRAMBLE,SCRAMBLE_COMPANY_BRAND_000033,4395,4403
ICICI-BANK-LOAN-PLATFORM/logs/application.log,DATABASE_URL,jdbc:postgresql://db.icici.internal:5432/loan,SCRAMBLE_DATABASE_URL_000007,4445,4490
ICICI-BANK-LOAN-PLATFORM/logs/application.log,IP_ADDRESS,192.168.1.10,SCRAMBLE_IP_ADDRESS_000009,4540,4552
ICICI-BANK-LOAN-PLATFORM/logs/application.log,URL,http://10.20.30.40,SCRAMBLE_URL_000012,4556,4574
ICICI-BANK-LOAN-PLATFORM/logs/application.log,EMAIL,duplicate.test@icici.com,SCRAMBLE_EMAIL_000049,4624,4648
ICICI-BANK-LOAN-PLATFORM/logs/application.log,EMAIL,duplicate.test@icici.com,SCRAMBLE_EMAIL_000050,4698,4722
ICICI-BANK-LOAN-PLATFORM/logs/application.log,EMAIL,duplicate.test@icici.com,SCRAMBLE_EMAIL_000051,4772,4796
ICICI-BANK-LOAN-PLATFORM/logs/application.log,EMAIL,duplicate.test@icici.com,SCRAMBLE_EMAIL_000052,4846,4870
ICICI-BANK-LOAN-PLATFORM/logs/application.log,EMAIL,duplicate.test@icici.com,SCRAMBLE_EMAIL_000053,4920,4944
ICICI-BANK-LOAN-PLATFORM/logs/application.log,EMAIL,duplicate.test@icici.com,SCRAMBLE_EMAIL_000054,4994,5018
ICICI-BANK-LOAN-PLATFORM/logs/application.log,EMAIL,duplicate.test@icici.com,SCRAMBLE_EMAIL_000055,5068,5092
ICICI-BANK-LOAN-PLATFORM/logs/application.log,EMAIL,duplicate.test@icici.com,SCRAMBLE_EMAIL_000056,5142,5166
ICICI-BANK-LOAN-PLATFORM/logs/application.log,EMAIL,duplicate.test@icici.com,SCRAMBLE_EMAIL_000057,5216,5240
ICICI-BANK-LOAN-PLATFORM/logs/application.log,EMAIL,duplicate.test@icici.com,SCRAMBLE_EMAIL_000058,5290,5314
ICICI-BANK-LOAN-PLATFORM/logs/application.log,IFSC,ICIC0001234,SCRAMBLE_IFSC_000035,5361,5372
ICICI-BANK-LOAN-PLATFORM/logs/application.log,IFSC,ICIC0001234,SCRAMBLE_IFSC_000036,5419,5430
ICICI-BANK-LOAN-PLATFORM/logs/application.log,IFSC,ICIC0001234,SCRAMBLE_IFSC_000037,5477,5488
ICICI-BANK-LOAN-PLATFORM/logs/application.log,IFSC,ICIC0001234,SCRAMBLE_IFSC_000038,5535,5546
ICICI-BANK-LOAN-PLATFORM/logs/application.log,IFSC,ICIC0001234,SCRAMBLE_IFSC_000039,5593,5604
ICICI-BANK-LOAN-PLATFORM/logs/application.log,IFSC,ICIC0001234,SCRAMBLE_IFSC_000040,5651,5662
ICICI-BANK-LOAN-PLATFORM/logs/application.log,IFSC,ICIC0001234,SCRAMBLE_IFSC_000041,5709,5720
ICICI-BANK-LOAN-PLATFORM/logs/application.log,IFSC,ICIC0001234,SCRAMBLE_IFSC_000042,5767,5778
ICICI-BANK-LOAN-PLATFORM/logs/application.log,IFSC,ICIC0001234,SCRAMBLE_IFSC_000043,5825,5836
ICICI-BANK-LOAN-PLATFORM/logs/application.log,IFSC,ICIC0001234,SCRAMBLE_IFSC_000044,5883,5894
ICICI-BANK-LOAN-PLATFORM/logs/application.log,URL,https://internal.icici.com/loan-api/v1,SCRAMBLE_URL_000013,5940,5978
ICICI-BANK-LOAN-PLATFORM/logs/application.log,URL,https://internal.icici.com/loan-api/v1,SCRAMBLE_URL_000014,6024,6062
ICICI-BANK-LOAN-PLATFORM/logs/application.log,URL,https://internal.icici.com/loan-api/v1,SCRAMBLE_URL_000015,6108,6146
ICICI-BANK-LOAN-PLATFORM/logs/application.log,URL,https://internal.icici.com/loan-api/v1,SCRAMBLE_URL_000016,6192,6230
ICICI-BANK-LOAN-PLATFORM/logs/application.log,URL,https://internal.icici.com/loan-api/v1,SCRAMBLE_URL_000017,6276,6314
ICICI-BANK-LOAN-PLATFORM/logs/application.log,URL,https://internal.icici.com/loan-api/v1,SCRAMBLE_URL_000018,6360,6398
ICICI-BANK-LOAN-PLATFORM/logs/application.log,URL,https://internal.icici.com/loan-api/v1,SCRAMBLE_URL_000019,6444,6482
ICICI-BANK-LOAN-PLATFORM/logs/application.log,URL,https://internal.icici.com/loan-api/v1,SCRAMBLE_URL_000020,6528,6566
ICICI-BANK-LOAN-PLATFORM/logs/application.log,URL,https://internal.icici.com/loan-api/v1,SCRAMBLE_URL_000021,6612,6650
ICICI-BANK-LOAN-PLATFORM/logs/application.log,URL,https://internal.icici.com/loan-api/v1,SCRAMBLE_URL_000022,6696,6734
ICICI-BANK-LOAN-PLATFORM/logs/auth.log,EMAIL,customer028@loans.icici.internal,SCRAMBLE_EMAIL_000059,49,81
ICICI-BANK-LOAN-PLATFORM/logs/auth.log,JWT,eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJ1c2VyIjoiaWNpY2kIiwicm9sZSI6ImFkbWluIn0.SIGNATURETOKEN1234567890ABCDEF,SCRAMBLE_JWT_000006,112,222
ICICI-BANK-LOAN-PLATFORM/logs/auth.log,JWT,eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJ1c2VyIjoiaWNpY2k10Iiwicm9sZSI6ImFkbWluIn0.SIGNATURE10TOKEN1234567890ABCDEF,SCRAMBLE_JWT_000007,253,367
ICICI-BANK-LOAN-PLATFORM/logs/auth.log,EMAIL,customer029@gmail.com,SCRAMBLE_EMAIL_000060,407,428
ICICI-BANK-LOAN-PLATFORM/logs/auth.log,IP_ADDRESS,10.20.30.40,SCRAMBLE_IP_ADDRESS_000010,434,445
ICICI-BANK-LOAN-PLATFORM/logs/auth.log,JWT,eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJ1c2VyIjoiaWNpY2kIiwicm9sZSI6ImFkbWluIn0.SIGNATURETOKEN1234567890ABCDEF,SCRAMBLE_JWT_000008,553,663
ICICI-BANK-LOAN-PLATFORM/logs/auth.log,JWT,eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJ1c2VyIjoiaWNpY2kIiwicm9sZSI6ImFkbWluIn0.SIGNATURETOKEN1234567890ABCDEF,SCRAMBLE_JWT_000009,690,800
ICICI-BANK-LOAN-PLATFORM/logs/auth.log,JWT,eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJ1c2VyIjoiaWNpY2kIiwicm9sZSI6ImFkbWluIn0.SIGNATURETOKEN1234567890ABCDEF,SCRAMBLE_JWT_000010,827,937
ICICI-BANK-LOAN-PLATFORM/logs/auth.log,JWT,eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJ1c2VyIjoiaWNpY2kIiwicm9sZSI6ImFkbWluIn0.SIGNATURETOKEN1234567890ABCDEF,SCRAMBLE_JWT_000011,964,1074
ICICI-BANK-LOAN-PLATFORM/logs/auth.log,JWT,eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJ1c2VyIjoiaWNpY2kIiwicm9sZSI6ImFkbWluIn0.SIGNATURETOKEN1234567890ABCDEF,SCRAMBLE_JWT_000012,1101,1211
ICICI-BANK-LOAN-PLATFORM/logs/auth.log,JWT,eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJ1c2VyIjoiaWNpY2kIiwicm9sZSI6ImFkbWluIn0.SIGNATURETOKEN1234567890ABCDEF,SCRAMBLE_JWT_000013,1238,1348
ICICI-BANK-LOAN-PLATFORM/logs/auth.log,JWT,eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJ1c2VyIjoiaWNpY2kIiwicm9sZSI6ImFkbWluIn0.SIGNATURETOKEN1234567890ABCDEF,SCRAMBLE_JWT_000014,1375,1485
ICICI-BANK-LOAN-PLATFORM/logs/auth.log,JWT,eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJ1c2VyIjoiaWNpY2kIiwicm9sZSI6ImFkbWluIn0.SIGNATURETOKEN1234567890ABCDEF,SCRAMBLE_JWT_000015,1512,1622
ICICI-BANK-LOAN-PLATFORM/logs/auth.log,JWT,eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJ1c2VyIjoiaWNpY2kIiwicm9sZSI6ImFkbWluIn0.SIGNATURETOKEN1234567890ABCDEF,SCRAMBLE_JWT_000016,1649,1759
ICICI-BANK-LOAN-PLATFORM/logs/auth.log,JWT,eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJ1c2VyIjoiaWNpY2kIiwicm9sZSI6ImFkbWluIn0.SIGNATURETOKEN1234567890ABCDEF,SCRAMBLE_JWT_000017,1786,1896
ICICI-BANK-LOAN-PLATFORM/logs/payment.log,URL,https://internal.icici.com/loan-api/v1/pay,SCRAMBLE_URL_000023,42,84
ICICI-BANK-LOAN-PLATFORM/logs/payment.log,COMPANY_BRAND,ICICI,SCRAMBLE_COMPANY_BRAND_000034,126,131
ICICI-BANK-LOAN-PLATFORM/logs/payment.log,PHONE,123456789012,SCRAMBLE_PHONE_000046,188,200
ICICI-BANK-LOAN-PLATFORM/logs/payment.log,IFSC,ICIC0001234,SCRAMBLE_IFSC_000045,206,217
ICICI-BANK-LOAN-PLATFORM/logs/payment.log,EMAIL,duplicate.test@icici.com,SCRAMBLE_EMAIL_000061,253,277
ICICI-BANK-LOAN-PLATFORM/logs/payment.log,PHONE,91-9876500029,SCRAMBLE_PHONE_000047,285,298
ICICI-BANK-LOAN-PLATFORM/logs/payment.log,COMPANY_BRAND,ICICI,SCRAMBLE_COMPANY_BRAND_000035,388,393
ICICI-BANK-LOAN-PLATFORM/logs/payment.log,COMPANY_BRAND,ICICIBANK,SCRAMBLE_COMPANY_BRAND_000036,394,403
ICICI-BANK-LOAN-PLATFORM/nested/level1/level2/level3/duplicate-data.txt,EMAIL,duplicate.test@icici.com,SCRAMBLE_EMAIL_000062,71,95
ICICI-BANK-LOAN-PLATFORM/nested/level1/level2/level3/duplicate-data.txt,EMAIL,duplicate.test@icici.com,SCRAMBLE_EMAIL_000063,96,120
ICICI-BANK-LOAN-PLATFORM/nested/level1/level2/level3/duplicate-data.txt,EMAIL,duplicate.test@icici.com,SCRAMBLE_EMAIL_000064,121,145
ICICI-BANK-LOAN-PLATFORM/nested/level1/level2/level3/duplicate-data.txt,EMAIL,duplicate.test@icici.com,SCRAMBLE_EMAIL_000065,146,170
ICICI-BANK-LOAN-PLATFORM/nested/level1/level2/level3/duplicate-data.txt,EMAIL,duplicate.test@icici.com,SCRAMBLE_EMAIL_000066,171,195
ICICI-BANK-LOAN-PLATFORM/nested/level1/level2/level3/duplicate-data.txt,EMAIL,duplicate.test@icici.com,SCRAMBLE_EMAIL_000067,196,220
ICICI-BANK-LOAN-PLATFORM/nested/level1/level2/level3/duplicate-data.txt,EMAIL,duplicate.test@icici.com,SCRAMBLE_EMAIL_000068,221,245
ICICI-BANK-LOAN-PLATFORM/nested/level1/level2/level3/duplicate-data.txt,EMAIL,duplicate.test@icici.com,SCRAMBLE_EMAIL_000069,246,270
ICICI-BANK-LOAN-PLATFORM/nested/level1/level2/level3/duplicate-data.txt,EMAIL,duplicate.test@icici.com,SCRAMBLE_EMAIL_000070,271,295
ICICI-BANK-LOAN-PLATFORM/nested/level1/level2/level3/duplicate-data.txt,EMAIL,duplicate.test@icici.com,SCRAMBLE_EMAIL_000071,296,320
ICICI-BANK-LOAN-PLATFORM/nested/level1/level2/level3/duplicate-data.txt,IFSC,ICIC0001234,SCRAMBLE_IFSC_000046,462,473
ICICI-BANK-LOAN-PLATFORM/nested/level1/level2/level3/duplicate-data.txt,IFSC,ICIC0001234,SCRAMBLE_IFSC_000047,474,485
ICICI-BANK-LOAN-PLATFORM/nested/level1/level2/level3/duplicate-data.txt,IFSC,ICIC0001234,SCRAMBLE_IFSC_000048,486,497
ICICI-BANK-LOAN-PLATFORM/nested/level1/level2/level3/duplicate-data.txt,IFSC,ICIC0001234,SCRAMBLE_IFSC_000049,498,509
ICICI-BANK-LOAN-PLATFORM/nested/level1/level2/level3/duplicate-data.txt,IFSC,ICIC0001234,SCRAMBLE_IFSC_000050,510,521
ICICI-BANK-LOAN-PLATFORM/nested/level1/level2/level3/duplicate-data.txt,IFSC,ICIC0001234,SCRAMBLE_IFSC_000051,522,533
ICICI-BANK-LOAN-PLATFORM/nested/level1/level2/level3/duplicate-data.txt,IFSC,ICIC0001234,SCRAMBLE_IFSC_000052,534,545
ICICI-BANK-LOAN-PLATFORM/nested/level1/level2/level3/duplicate-data.txt,IFSC,ICIC0001234,SCRAMBLE_IFSC_000053,546,557
ICICI-BANK-LOAN-PLATFORM/nested/level1/level2/level3/duplicate-data.txt,IFSC,ICIC0001234,SCRAMBLE_IFSC_000054,558,569
ICICI-BANK-LOAN-PLATFORM/nested/level1/level2/level3/duplicate-data.txt,IFSC,ICIC0001234,SCRAMBLE_IFSC_000055,570,581
ICICI-BANK-LOAN-PLATFORM/nested/level1/level2/level3/duplicate-data.txt,URL,https://internal.icici.com/loan-api/v1,SCRAMBLE_URL_000024,597,635
ICICI-BANK-LOAN-PLATFORM/nested/level1/level2/level3/duplicate-data.txt,URL,https://internal.icici.com/loan-api/v1,SCRAMBLE_URL_000025,636,674
ICICI-BANK-LOAN-PLATFORM/nested/level1/level2/level3/duplicate-data.txt,URL,https://internal.icici.com/loan-api/v1,SCRAMBLE_URL_000026,675,713
ICICI-BANK-LOAN-PLATFORM/nested/level1/level2/level3/duplicate-data.txt,URL,https://internal.icici.com/loan-api/v1,SCRAMBLE_URL_000027,714,752
ICICI-BANK-LOAN-PLATFORM/nested/level1/level2/level3/duplicate-data.txt,URL,https://internal.icici.com/loan-api/v1,SCRAMBLE_URL_000028,753,791
ICICI-BANK-LOAN-PLATFORM/nested/level1/level2/level3/duplicate-data.txt,URL,https://internal.icici.com/loan-api/v1,SCRAMBLE_URL_000029,792,830
ICICI-BANK-LOAN-PLATFORM/nested/level1/level2/level3/duplicate-data.txt,URL,https://internal.icici.com/loan-api/v1,SCRAMBLE_URL_000030,831,869
ICICI-BANK-LOAN-PLATFORM/nested/level1/level2/level3/duplicate-data.txt,URL,https://internal.icici.com/loan-api/v1,SCRAMBLE_URL_000031,870,908
ICICI-BANK-LOAN-PLATFORM/nested/level1/level2/level3/duplicate-data.txt,URL,https://internal.icici.com/loan-api/v1,SCRAMBLE_URL_000032,909,947
ICICI-BANK-LOAN-PLATFORM/nested/level1/level2/level3/duplicate-data.txt,URL,https://internal.icici.com/loan-api/v1,SCRAMBLE_URL_000033,948,986
ICICI-BANK-LOAN-PLATFORM/nested/level1/level2/level3/duplicate-data.txt,API_KEY,abcdef1234567890SCRAMBLETEST,SCRAMBLE_API_KEY_000011,1014,1042
ICICI-BANK-LOAN-PLATFORM/nested/level1/level2/level3/duplicate-data.txt,API_KEY,abcdef1234567890SCRAMBLETEST,SCRAMBLE_API_KEY_000012,1051,1079
ICICI-BANK-LOAN-PLATFORM/nested/level1/level2/level3/duplicate-data.txt,API_KEY,abcdef1234567890SCRAMBLETEST,SCRAMBLE_API_KEY_000013,1088,1116
ICICI-BANK-LOAN-PLATFORM/nested/level1/level2/level3/duplicate-data.txt,API_KEY,abcdef1234567890SCRAMBLETEST,SCRAMBLE_API_KEY_000014,1125,1153
ICICI-BANK-LOAN-PLATFORM/nested/level1/level2/level3/duplicate-data.txt,API_KEY,abcdef1234567890SCRAMBLETEST,SCRAMBLE_API_KEY_000015,1162,1190
ICICI-BANK-LOAN-PLATFORM/nested/level1/level2/level3/duplicate-data.txt,API_KEY,abcdef1234567890SCRAMBLETEST,SCRAMBLE_API_KEY_000016,1199,1227
ICICI-BANK-LOAN-PLATFORM/nested/level1/level2/level3/duplicate-data.txt,API_KEY,abcdef1234567890SCRAMBLETEST,SCRAMBLE_API_KEY_000017,1236,1264
ICICI-BANK-LOAN-PLATFORM/nested/level1/level2/level3/duplicate-data.txt,API_KEY,abcdef1234567890SCRAMBLETEST,SCRAMBLE_API_KEY_000018,1273,1301
ICICI-BANK-LOAN-PLATFORM/nested/level1/level2/level3/duplicate-data.txt,API_KEY,abcdef1234567890SCRAMBLETEST,SCRAMBLE_API_KEY_000019,1310,1338
ICICI-BANK-LOAN-PLATFORM/nested/level1/level2/level3/duplicate-data.txt,API_KEY,abcdef1234567890SCRAMBLETEST,SCRAMBLE_API_KEY_000020,1347,1375
ICICI-BANK-LOAN-PLATFORM/nested/level1/level2/level3/duplicate-data.txt,JWT,eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJ1c2VyIjoiaWNpY2kIiwicm9sZSI6ImFkbWluIn0.SIGNATURETOKEN1234567890ABCDEF,SCRAMBLE_JWT_000018,1391,1501
ICICI-BANK-LOAN-PLATFORM/nested/level1/level2/level3/duplicate-data.txt,JWT,eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJ1c2VyIjoiaWNpY2kIiwicm9sZSI6ImFkbWluIn0.SIGNATURETOKEN1234567890ABCDEF,SCRAMBLE_JWT_000019,1502,1612
ICICI-BANK-LOAN-PLATFORM/nested/level1/level2/level3/duplicate-data.txt,JWT,eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJ1c2VyIjoiaWNpY2kIiwicm9sZSI6ImFkbWluIn0.SIGNATURETOKEN1234567890ABCDEF,SCRAMBLE_JWT_000020,1613,1723
ICICI-BANK-LOAN-PLATFORM/nested/level1/level2/level3/duplicate-data.txt,JWT,eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJ1c2VyIjoiaWNpY2kIiwicm9sZSI6ImFkbWluIn0.SIGNATURETOKEN1234567890ABCDEF,SCRAMBLE_JWT_000021,1724,1834
ICICI-BANK-LOAN-PLATFORM/nested/level1/level2/level3/duplicate-data.txt,JWT,eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJ1c2VyIjoiaWNpY2kIiwicm9sZSI6ImFkbWluIn0.SIGNATURETOKEN1234567890ABCDEF,SCRAMBLE_JWT_000022,1835,1945
ICICI-BANK-LOAN-PLATFORM/nested/level1/level2/level3/duplicate-data.txt,JWT,eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJ1c2VyIjoiaWNpY2kIiwicm9sZSI6ImFkbWluIn0.SIGNATURETOKEN1234567890ABCDEF,SCRAMBLE_JWT_000023,1946,2056
ICICI-BANK-LOAN-PLATFORM/nested/level1/level2/level3/duplicate-data.txt,JWT,eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJ1c2VyIjoiaWNpY2kIiwicm9sZSI6ImFkbWluIn0.SIGNATURETOKEN1234567890ABCDEF,SCRAMBLE_JWT_000024,2057,2167
ICICI-BANK-LOAN-PLATFORM/nested/level1/level2/level3/duplicate-data.txt,JWT,eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJ1c2VyIjoiaWNpY2kIiwicm9sZSI6ImFkbWluIn0.SIGNATURETOKEN1234567890ABCDEF,SCRAMBLE_JWT_000025,2168,2278
ICICI-BANK-LOAN-PLATFORM/nested/level1/level2/level3/duplicate-data.txt,JWT,eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJ1c2VyIjoiaWNpY2kIiwicm9sZSI6ImFkbWluIn0.SIGNATURETOKEN1234567890ABCDEF,SCRAMBLE_JWT_000026,2279,2389
ICICI-BANK-LOAN-PLATFORM/nested/level1/level2/level3/duplicate-data.txt,JWT,eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJ1c2VyIjoiaWNpY2kIiwicm9sZSI6ImFkbWluIn0.SIGNATURETOKEN1234567890ABCDEF,SCRAMBLE_JWT_000027,2390,2500
ICICI-BANK-LOAN-PLATFORM/nested/level1/level2/level3/duplicate-data.txt,EMAIL,customer041@icicibank.com,SCRAMBLE_EMAIL_000072,2528,2553
ICICI-BANK-LOAN-PLATFORM/nested/level1/level2/level3/duplicate-data.txt,EMAIL,customer042@customer.in,SCRAMBLE_EMAIL_000073,2554,2577
ICICI-BANK-LOAN-PLATFORM/nested/level1/level2/level3/duplicate-data.txt,EMAIL,customer043@loans.icici.internal,SCRAMBLE_EMAIL_000074,2578,2610
ICICI-BANK-LOAN-PLATFORM/nested/level1/level2/level3/duplicate-data.txt,EMAIL,customer044@gmail.com,SCRAMBLE_EMAIL_000075,2611,2632
ICICI-BANK-LOAN-PLATFORM/nested/level1/level2/level3/duplicate-data.txt,EMAIL,customer045@icici.com,SCRAMBLE_EMAIL_000076,2633,2654
ICICI-BANK-LOAN-PLATFORM/nested/level1/level2/level3/duplicate-data.txt,EMAIL,customer046@icicibank.com,SCRAMBLE_EMAIL_000077,2655,2680
ICICI-BANK-LOAN-PLATFORM/nested/level1/level2/level3/duplicate-data.txt,EMAIL,customer047@customer.in,SCRAMBLE_EMAIL_000078,2681,2704
ICICI-BANK-LOAN-PLATFORM/nested/level1/level2/level3/duplicate-data.txt,EMAIL,customer048@loans.icici.internal,SCRAMBLE_EMAIL_000079,2705,2737
ICICI-BANK-LOAN-PLATFORM/nested/level1/level2/level3/duplicate-data.txt,EMAIL,customer049@gmail.com,SCRAMBLE_EMAIL_000080,2738,2759
ICICI-BANK-LOAN-PLATFORM/nested/level1/level2/level3/duplicate-data.txt,EMAIL,customer050@icici.com,SCRAMBLE_EMAIL_000081,2760,2781
